resource_name,resource_type,location,owner,environment,cost_center,created_date,last_modified_date,tags,subscription_id,resource_group_name,resource_id,sku,status,provisioning_state,managed_by,monthly_cost,compliance_status,backup_enabled,monitoring_enabled,security_group,public_ip_enabled,encryption_status,identity_type,migration_wave,migration_status,on_premises_server,dependencies
sqlSTAGINGdiscover81,Microsoft.Sql/servers,uksouth,Marge,STAGING,,2024-06-15,2024-10-27,Environment:STAGING;Owner:Marge;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-STAGING-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-STAGING-MARGE/providers/Microsoft.Sql/servers/sqlSTAGINGdiscover81,Standard,Failed,Failed,,308.82,,False,enabled,,disabled,enabled,None,WAVE 2,completed,SPNF-PRETTY-900,"res-general-388,res-feel-250"
"richards,stephensonandblake-sa-874",Microsoft.Storage/storageAccounts,eastus,Marge,Dev,CC003,2025-02-06,2025-05-16,,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-Dev-marge,"/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-Dev-marge/providers/Microsoft.Storage/storageAccounts/richards,stephensonandblake-sa-874",Standard_GRS,STOPPED,InProgress,,34.82,,enabled,disabled,nsg-Dev-9,no,Disabled,UserAssigned,Wave 3,not started,SPNF-ALTHOUGH-301,
springfield-sa-official-Test,Microsoft.Storage/storageAccounts,westus,Lisa,Test,CC002,2025-06-17,2025-06-21,,c3d4e5f6-g7h8-9012-cdef-123456789012,Lisa-Test-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Lisa-Test-rg/providers/Microsoft.Storage/storageAccounts/springfield-sa-official-Test,Premium_LRS,Running,Failed,,198.41,NonCompliant,true,false,nsg-Test-8,yes,,system-assigned,Wave 2,completed,,
app-Test-give-579,Microsoft.Web/sites,uksouth,Ned,Test,CC003,2023-10-12,2025-05-25,Environment:Test;Owner:Ned;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-Test-ned,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-Test-ned/providers/Microsoft.Web/sites/app-Test-give-579,Premium,STOPPED,InProgress,,253.91,UNKNOWN,false,disabled,nsg-Test-5,true,Enabled,None,wave1,Failed,SPNF-WHO-533,
springfield-nsg-practice-production,Microsoft.Network/networkSecurityGroups,westus,Lisa,production,CC001,2024-02-14,2024-02-23,"Environment=production,Owner=Lisa,CostCenter=CC001",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-production-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-production-resources/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-practice-production,Premium,Running,Failed,,32.72,UNKNOWN,no,yes,nsg-production-8,enabled,Not Configured,UserAssigned,Wave 3,Complete,,
springfield-nsg-kid-prod,Microsoft.Network/networkSecurityGroups,UK South,Lisa,prod,nuclear-ops,2024-08-21,2025-03-29,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Lisa-prod-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Lisa-prod-rg/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-kid-prod,Basic,Updating,Succeeded,,29.61,N/A,1,false,nsg-prod-7,disabled,enabled,SystemAssigned,Wave 2,completed,SPNF-ESPECIALLY-103,
springfield-vnet-a-development,Microsoft.Network/virtualNetworks,uk-south,Homer,development,NUCLEAR_OPS,2025-01-08,2025-04-11,"Environment=development,Owner=Homer,CostCenter=NUCLEAR_OPS",a1b2c3d4-e5f6-7890-abcd-ef1234567890,Homer-development-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Homer-development-rg/providers/Microsoft.Network/virtualNetworks/springfield-vnet-a-development,Premium,STOPPED,Succeeded,,71.62,NonCompliant,disabled,True,nsg-development-7,disabled,Enabled,None,Wave 4,not started,SPNF-STOP-913,
buckleygroup-lb-510,Microsoft.Network/loadBalancers,eastus,Ned,dev,CC001,2023-08-25,2025-01-25,Environment:dev;Owner:Ned;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-DEV-NED,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-DEV-NED/providers/Microsoft.Network/loadBalancers/buckleygroup-lb-510,Basic,Stopped,InProgress,,248.92,N/A,True,true,nsg-dev-5,no,,system-assigned,wave1,NotStarted,SPNF-MACHINE-800,
"luna,watsonandharrison-cosmos-950",Microsoft.DocumentDB/databaseAccounts,Springfield,Ned,Dev,CC002,2024-09-14,2025-04-18,"Environment=Dev,Owner=Ned,CostCenter=CC002",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-Dev-evening,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-Dev-evening/providers/Microsoft.DocumentDB/databaseAccounts/luna,watsonandharrison-cosmos-950",Basic,running,InProgress,,612.64,Compliant,False,enabled,nsg-Dev-9,0,Enabled,SystemAssigned,wave1,not started,,"res-official-876,res-visit-722,res-wear-698"
springfield-sa-give-uat,Microsoft.Storage/storageAccounts,westus,Homer,uat,CC002,2024-12-31,2025-04-24,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-uat-homer,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-uat-homer/providers/Microsoft.Storage/storageAccounts/springfield-sa-give-uat,Premium_LRS,Stopped,Failed,,65.96,N/A,0,true,nsg-uat-2,True,Not Configured,system-assigned,wave1,Failed,,"res-nature-778,res-rest-833"
ci-uat-family-692,Microsoft.ContainerInstance/containerGroups,East US,Homer,uat,CC002,2024-07-03,2024-10-16,"Environment=uat,Owner=Homer,CostCenter=CC002",a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-uat-homer,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-uat-homer/providers/Microsoft.ContainerInstance/containerGroups/ci-uat-family-692,Premium,Failed,InProgress,,542.4,N/A,False,no,,0,,SystemAssigned,Wave 4,Complete,SPNF-GET-488,
vnet-test-yard-349,Microsoft.Network/virtualNetworks,uksouth,Lisa,test,,2024-09-25,2025-01-19,Environment:test;Owner:Lisa;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-TEST-LISA,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-TEST-LISA/providers/Microsoft.Network/virtualNetworks/vnet-test-yard-349,Basic,Failed,Failed,,10.99,,false,0,,false,,UserAssigned,WAVE 2,completed,,
springfield-app-even-Dev,Microsoft.Web/sites,UK South,Homer,Dev,NUCLEAR_OPS,2025-04-09,2025-04-30,"owner=Homer,env=Dev,cost_center=NUCLEAR_OPS,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-Dev-dog,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-Dev-dog/providers/Microsoft.Web/sites/springfield-app-even-Dev,Basic,STOPPED,Succeeded,,109.64,Non-Compliant,False,no,nsg-Dev-4,1,,UserAssigned,Wave 2,NotStarted,,res-up-628
cosmos-Test-energy-295,Microsoft.DocumentDB/databaseAccounts,eastus,Lisa,Test,nuclear-ops,2024-07-20,2024-12-07,"env=test,owner=lisa,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-Test-lisa,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-Test-lisa/providers/Microsoft.DocumentDB/databaseAccounts/cosmos-Test-energy-295,Basic,Running,succeeded,,205.92,NonCompliant,True,false,nsg-Test-5,true,Not Configured,system-assigned,Wave 4,Complete,SPNF-ITSELF-652,
lbtestinstead15,Microsoft.Network/loadBalancers,uk-south,Bart,test,CC001,2025-06-14,2025-06-22,,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-test-bart,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-test-bart/providers/Microsoft.Network/loadBalancers/lbtestinstead15,Standard,Stopped,InProgress,,95.48,NonCompliant,1,enabled,nsg-test-10,no,Enabled,UserAssigned,wave1,NotStarted,SPNF-ATTORNEY-540,
springfield-cosmos-with-Dev,Microsoft.DocumentDB/databaseAccounts,UK South,Marge,Dev,CC002,2024-05-10,2025-05-12,"owner=Marge,env=Dev,cost_center=CC002,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-Dev-class,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-Dev-class/providers/Microsoft.DocumentDB/databaseAccounts/springfield-cosmos-with-Dev,Premium,Stopped,Succeeded,,631.03,compliant,yes,True,nsg-Dev-8,no,Not Configured,UserAssigned,wave1,Complete,SPNF-ALLOW-964,
parkergroup-nsg-313,Microsoft.Network/networkSecurityGroups,uk-south,Ned,prod,nuclear-ops,2024-07-10,2024-12-10,"env=prod,owner=ned,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-prod-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-prod-resources/providers/Microsoft.Network/networkSecurityGroups/parkergroup-nsg-313,Standard,Failed,InProgress,,4.8,Non-Compliant,enabled,enabled,nsg-prod-7,yes,Not Configured,None,Wave 1,not started,SPNF-PER-917,
saSTAGINGinto20,Microsoft.Storage/storageAccounts,eastus,Apu,STAGING,CC002,2023-10-30,2024-07-17,"env=staging,owner=apu,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-STAGING-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-STAGING-resources/providers/Microsoft.Storage/storageAccounts/saSTAGINGinto20,standard_lrs,Failed,InProgress,Apu-automation,57.42,NonCompliant,False,0,nsg-STAGING-3,0,Enabled,None,Wave 3,completed,,
appdevelopmentpiece97,Microsoft.Web/sites,Shelbyville,Lisa,development,nuclear-ops,2025-01-16,2025-01-17,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-DEVELOPMENT-LISA,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-DEVELOPMENT-LISA/providers/Microsoft.Web/sites/appdevelopmentpiece97,Standard,Updating,Failed,,27.84,compliant,false,disabled,nsg-development-4,0,Enabled,SystemAssigned,Wave 4,InProgress,,
mosley-michael-ci-961,Microsoft.ContainerInstance/containerGroups,Springfield,Lisa,qa,CC002,2025-03-12,2025-04-10,"Environment=qa,Owner=Lisa,CostCenter=CC002",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-QA-LISA,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-QA-LISA/providers/Microsoft.ContainerInstance/containerGroups/mosley-michael-ci-961,Standard,Running,InProgress,,368.94,Non-Compliant,0,no,nsg-qa-9,True,Not Configured,UserAssigned,Wave 2,NotStarted,SPNF-APPROACH-288,"res-able-901,res-market-103"
ci-development-cost-520,Microsoft.ContainerInstance/containerGroups,East US,Marge,development,CC001,2025-06-06,2025-06-22,Environment:development;Owner:Marge;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-development-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-development-resources/providers/Microsoft.ContainerInstance/containerGroups/ci-development-cost-520,Basic,Failed,Failed,,237.7,UNKNOWN,enabled,False,nsg-development-1,1,enabled,UserAssigned,Wave 2,IN PROGRESS,SPNF-HEAVY-764,
martinllc-nsg-291,Microsoft.Network/networkSecurityGroups,eastus,Bart,staging,NUCLEAR_OPS,2023-09-09,2023-10-09,"owner=Bart,env=staging,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-STAGING-BART,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-STAGING-BART/providers/Microsoft.Network/networkSecurityGroups/martinllc-nsg-291,Basic,Running,InProgress,,0.5,,disabled,False,,True,enabled,UserAssigned,WAVE 2,completed,SPNF-PASS-033,"res-beautiful-661,res-among-83,res-possible-698"
appprodterm18,Microsoft.Web/sites,uksouth,Marge,prod,,2024-07-08,2024-08-18,"Environment=prod,Owner=Marge,CostCenter=",c3d4e5f6-g7h8-9012-cdef-123456789012,Marge-prod-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Marge-prod-rg/providers/Microsoft.Web/sites/appprodterm18,Standard,Failed,InProgress,,308.87,Non-Compliant,disabled,true,nsg-prod-2,True,Enabled,UserAssigned,Wave 3,Failed,SPNF-EXAMPLE-553,"res-personal-957,res-film-615"
vmtestthink73,Microsoft.Compute/virtualMachines,UK South,Marge,test,CC002,2023-08-13,2024-08-06,"owner=Marge,env=test,cost_center=CC002,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-test-certainly,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-test-certainly/providers/Microsoft.Compute/virtualMachines/vmtestthink73,standard_d4s_v3,Stopped,Succeeded,,248.29,NonCompliant,disabled,false,nsg-test-9,False,Enabled,SystemAssigned,wave1,Failed,SPNF-POLICE-591,
springfield-vm-coach-prod,Microsoft.Compute/virtualMachines,Shelbyville,Ned,prod,CC001,2024-12-10,2025-03-30,"env=prod,owner=ned,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,Ned-prod-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Ned-prod-rg/providers/Microsoft.Compute/virtualMachines/springfield-vm-coach-prod,Standard_F4s_v2,Updating,Succeeded,,263.99,,True,False,,True,enabled,system-assigned,Wave 3,NotStarted,,
ortega-neal-lb-245,Microsoft.Network/loadBalancers,Springfield,Marge,development,NUCLEAR_OPS,2024-06-09,2024-10-26,"owner=Marge,env=development,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,Marge-development-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Marge-development-rg/providers/Microsoft.Network/loadBalancers/ortega-neal-lb-245,Basic,Running,InProgress,,245.53,compliant,enabled,false,nsg-development-4,true,Disabled,SystemAssigned,Wave 2,not started,SPNF-MR-549,
appSTAGINGfinally15,Microsoft.Web/sites,East US,Milhouse,STAGING,CC001,2025-04-11,2025-05-11,Environment:STAGING;Owner:Milhouse;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-STAGING-MILHOUSE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-STAGING-MILHOUSE/providers/Microsoft.Web/sites/appSTAGINGfinally15,Basic,Running,Succeeded,,47.76,Non-Compliant,False,0,,true,Not Configured,system-assigned,WAVE 2,Complete,SPNF-REFLECT-956,
hernandez-moore-sql-870,Microsoft.Sql/servers,uk-south,Lisa,test,,2023-08-08,2024-11-06,"env=test,owner=lisa,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-test-base,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-test-base/providers/Microsoft.Sql/servers/hernandez-moore-sql-870,GeneralPurpose,Updating,Failed,,1642.32,UNKNOWN,disabled,false,nsg-test-6,disabled,Enabled,UserAssigned,Wave 4,Complete,,"res-type-163,res-buy-854"
hernandezinc-kv-435,Microsoft.KeyVault/vaults,east-us,Milhouse,test,,2025-02-11,2025-04-16,Environment:test;Owner:Milhouse;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-TEST-MILHOUSE,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-TEST-MILHOUSE/providers/Microsoft.KeyVault/vaults/hernandezinc-kv-435,Premium,STOPPED,succeeded,,27.97,UNKNOWN,yes,0,nsg-test-5,no,enabled,UserAssigned,Wave 2,Complete,SPNF-RISE-175,
"olson,ortizandspears-cosmos-296",Microsoft.DocumentDB/databaseAccounts,East US,Marge,Test,CC001,2024-11-26,2025-03-23,Environment:Test;Owner:Marge;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-Test-relate,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-Test-relate/providers/Microsoft.DocumentDB/databaseAccounts/olson,ortizandspears-cosmos-296",Standard,Updating,Succeeded,,636.52,N/A,1,true,nsg-Test-4,yes,,system-assigned,Wave 2,NotStarted,,
springfield-lb-determine-PROD,Microsoft.Network/loadBalancers,westus,Homer,PROD,CC001,2023-11-19,2024-08-13,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-PROD-include,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-PROD-include/providers/Microsoft.Network/loadBalancers/springfield-lb-determine-PROD,Premium,Stopped,InProgress,,83.33,compliant,true,yes,nsg-PROD-8,disabled,Enabled,system-assigned,wave1,NotStarted,SPNF-ATTORNEY-525,
springfield-nsg-thought-PROD,Microsoft.Network/networkSecurityGroups,uk-south,Milhouse,PROD,CC003,2024-11-16,2025-04-19,"env=prod,owner=milhouse,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-PROD-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-PROD-resources/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-thought-PROD,Premium,Failed,succeeded,,34.47,,0,yes,,yes,Disabled,SystemAssigned,WAVE 2,completed,SPNF-STEP-219,
springfield-kv-game-PROD,Microsoft.KeyVault/vaults,uksouth,Marge,PROD,,2024-05-17,2025-01-16,,b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-PROD-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-PROD-resources/providers/Microsoft.KeyVault/vaults/springfield-kv-game-PROD,Basic,Updating,succeeded,,84.11,,no,False,,enabled,Enabled,None,wave1,NotStarted,SPNF-WHOLE-414,"res-society-691,res-our-797,res-trip-947"
vnetPRODcreate78,Microsoft.Network/virtualNetworks,westus,Homer,PROD,CC003,2024-07-06,2025-06-11,,b2c3d4e5-f6g7-8901-bcde-f12345678901,Homer-PROD-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Homer-PROD-rg/providers/Microsoft.Network/virtualNetworks/vnetPRODcreate78,Standard,STOPPED,Failed,,74.98,Non-Compliant,False,0,nsg-PROD-1,true,Disabled,None,wave1,IN PROGRESS,SPNF-GOOD-326,
kvPRODand27,Microsoft.KeyVault/vaults,uksouth,Marge,PROD,NUCLEAR_OPS,2024-01-25,2024-06-30,"Environment=PROD,Owner=Marge,CostCenter=NUCLEAR_OPS",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-PROD-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-PROD-MARGE/providers/Microsoft.KeyVault/vaults/kvPRODand27,Premium,Running,Failed,,127.86,Compliant,false,yes,nsg-PROD-7,yes,Enabled,system-assigned,Wave 2,IN PROGRESS,SPNF-SET-994,
vm-staging-couple-336,Microsoft.Compute/virtualMachines,east-us,Marge,staging,NUCLEAR_OPS,2025-03-06,2025-05-17,"owner=Marge,env=staging,cost_center=NUCLEAR_OPS,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-STAGING-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-STAGING-MARGE/providers/Microsoft.Compute/virtualMachines/vm-staging-couple-336,Standard_B1s,STOPPED,InProgress,,67.91,Compliant,0,false,nsg-staging-1,False,Not Configured,SystemAssigned,wave1,Failed,,
ciSTAGINGable30,Microsoft.ContainerInstance/containerGroups,eastus,Marge,STAGING,nuclear-ops,2023-12-04,2024-03-27,"owner=Marge,env=STAGING,cost_center=nuclear-ops,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-STAGING-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-STAGING-MARGE/providers/Microsoft.ContainerInstance/containerGroups/ciSTAGINGable30,Premium,Failed,Failed,,415.21,UNKNOWN,true,false,,1,,system-assigned,Wave 4,Complete,,
"manning,hillandmyers-vm-645",Microsoft.Compute/virtualMachines,east-us,Marge,prod,,2024-09-24,2025-05-19,"Environment=prod,Owner=Marge,CostCenter=",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-prod-resources,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-prod-resources/providers/Microsoft.Compute/virtualMachines/manning,hillandmyers-vm-645",Standard_D2s_v3,Updating,Succeeded,,159.21,compliant,False,0,,0,Enabled,SystemAssigned,Wave 1,NotStarted,SPNF-WITH-769,
springfield-lb-learn-development,Microsoft.Network/loadBalancers,eastus,Bart,development,,2024-02-04,2025-03-28,"Environment=development,Owner=Bart,CostCenter=",a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-development-bart,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-development-bart/providers/Microsoft.Network/loadBalancers/springfield-lb-learn-development,Standard,running,Succeeded,,226.83,NonCompliant,False,yes,nsg-development-2,true,Not Configured,system-assigned,Wave 4,not started,SPNF-SOMEONE-489,res-loss-859
vnetproductionfeel55,Microsoft.Network/virtualNetworks,East US,Marge,production,CC002,2023-08-11,2024-08-13,"env=production,owner=marge,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-PRODUCTION-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-PRODUCTION-MARGE/providers/Microsoft.Network/virtualNetworks/vnetproductionfeel55,Premium,Running,succeeded,,88.33,Non-Compliant,disabled,no,nsg-production-7,false,Not Configured,system-assigned,Wave 2,NotStarted,,res-themselves-889
springfield-nsg-woman-Dev,Microsoft.Network/networkSecurityGroups,uk-south,Ned,Dev,CC001,2025-06-09,2025-06-16,"env=dev,owner=ned,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-Dev-during,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-Dev-during/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-woman-Dev,Basic,Stopped,Succeeded,,8.44,N/A,True,no,nsg-Dev-5,enabled,Enabled,None,WAVE 2,Failed,SPNF-THEY-633,"res-perhaps-3,res-dog-902"
"phelps,montoyaandbarnett-vnet-142",Microsoft.Network/virtualNetworks,Springfield,Milhouse,test,CC002,2024-01-07,2024-11-08,"env=test,owner=milhouse,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-TEST-MILHOUSE,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-TEST-MILHOUSE/providers/Microsoft.Network/virtualNetworks/phelps,montoyaandbarnett-vnet-142",Standard,Running,succeeded,,33.32,compliant,enabled,0,nsg-test-2,False,Disabled,SystemAssigned,Wave 2,NotStarted,SPNF-EVIDENCE-707,
walkergroup-vm-461,Microsoft.Compute/virtualMachines,UK South,Homer,staging,CC003,2024-04-27,2024-04-28,"owner=Homer,env=staging,cost_center=CC003,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-staging-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-staging-resources/providers/Microsoft.Compute/virtualMachines/walkergroup-vm-461,Standard_B1s,Stopped,succeeded,,299.59,UNKNOWN,False,disabled,,yes,,system-assigned,Wave 2,NotStarted,SPNF-LAW-937,
nichols-lam-sql-971,Microsoft.Sql/servers,Shelbyville,Marge,production,NUCLEAR_OPS,2024-05-12,2024-05-24,"Environment=production,Owner=Marge,CostCenter=NUCLEAR_OPS",c3d4e5f6-g7h8-9012-cdef-123456789012,rg-production-marge,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-production-marge/providers/Microsoft.Sql/servers/nichols-lam-sql-971,Basic,Failed,succeeded,,913.45,UNKNOWN,yes,disabled,nsg-production-5,no,,None,WAVE 2,Complete,SPNF-MORE-353,
springfield-app-study-uat,Microsoft.Web/sites,Springfield,Bart,uat,CC003,2024-09-16,2024-12-07,Environment:uat;Owner:Bart;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Bart-uat-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Bart-uat-rg/providers/Microsoft.Web/sites/springfield-app-study-uat,Basic,STOPPED,Failed,,134.41,Non-Compliant,enabled,0,nsg-uat-3,True,Not Configured,system-assigned,Wave 4,Complete,,"res-none-297,res-recently-132,res-old-512"
springfield-cosmos-business-Dev,Microsoft.DocumentDB/databaseAccounts,uksouth,Milhouse,Dev,CC002,2025-01-07,2025-03-11,"env=dev,owner=milhouse,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,rg-Dev-milhouse,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-Dev-milhouse/providers/Microsoft.DocumentDB/databaseAccounts/springfield-cosmos-business-Dev,Basic,Running,Failed,,661.04,,yes,False,nsg-Dev-6,disabled,enabled,None,Wave 2,not started,SPNF-COST-177,res-offer-140
"jordan,murphyandsanchez-vnet-397",Microsoft.Network/virtualNetworks,East US,Lisa,PROD,CC002,2023-07-10,2023-09-25,"owner=Lisa,env=PROD,cost_center=CC002,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-PROD-resources,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-PROD-resources/providers/Microsoft.Network/virtualNetworks/jordan,murphyandsanchez-vnet-397",Basic,STOPPED,succeeded,,124.24,,0,no,nsg-PROD-3,true,Disabled,SystemAssigned,Wave 1,InProgress,,
"scott,sandovalandpowers-sa-468",Microsoft.Storage/storageAccounts,uksouth,Homer,production,CC001,2023-10-27,2024-09-22,Environment:production;Owner:Homer;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-production-homer,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-production-homer/providers/Microsoft.Storage/storageAccounts/scott,sandovalandpowers-sa-468",Standard_LRS,Running,InProgress,,229.63,NonCompliant,false,1,nsg-production-4,false,enabled,UserAssigned,wave1,Complete,,
lbPRODshoulder9,Microsoft.Network/loadBalancers,UK South,Homer,PROD,,2024-08-18,2025-05-13,"env=prod,owner=homer,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-PROD-homer,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-PROD-homer/providers/Microsoft.Network/loadBalancers/lbPRODshoulder9,Premium,Updating,Failed,,283.32,,no,false,,disabled,,SystemAssigned,Wave 1,NotStarted,SPNF-OFFICIAL-876,
vm-dev-purpose-500,Microsoft.Compute/virtualMachines,east-us,Homer,dev,CC003,2023-08-14,2025-04-09,"env=dev,owner=homer,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-dev-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-dev-resources/providers/Microsoft.Compute/virtualMachines/vm-dev-purpose-500,STANDARD_D2S_V3,Stopped,succeeded,,339.46,N/A,False,enabled,,enabled,Disabled,system-assigned,Wave 2,InProgress,SPNF-SPEECH-830,
